order_date,product,category,region,quantity,unit_price,revenue
2026-07-06,Ballpoint Pens (Box),Stationery,Kisumu,8,296.79,2374.32
2026-07-07,Standing Desk,Furniture,Kisumu,1,89.4,89.4
2026-07-07,USB-C Hub,Electronics,Nakuru,6,41.72,250.32
2026-07-07,Ballpoint Pens (Box),Stationery,Kisumu,7,224.28,1569.96
2026-07-07,Notebook Pack,Stationery,Kisumu,8,151.38,1211.04
2026-07-07,USB-C Hub,Electronics,Nairobi,7,241.34,1689.38
2026-07-07,Ballpoint Pens (Box),Stationery,Eldoret,3,182.72,548.16
2026-07-07,USB-C Hub,Electronics,Kisumu,2,99.76,199.52
2026-07-07,USB-C Hub,Electronics,Mombasa,7,95.42,667.94
2026-07-08,Desk Lamp,Furniture,Eldoret,6,136.9,821.4
2026-07-08,Ballpoint Pens (Box),Stationery,Nairobi,1,85.99,85.99
2026-07-08,Ballpoint Pens (Box),Stationery,Nairobi,3,112.18,336.54
2026-07-08,Notebook Pack,Stationery,Nairobi,8,255.36,2042.88
2026-07-08,Notebook Pack,Stationery,Kisumu,6,24.83,148.98
2026-07-08,Ballpoint Pens (Box),Stationery,Eldoret,1,285.09,285.09
2026-07-08,Notebook Pack,Stationery,Kisumu,6,205.32,1231.92
2026-07-08,Bluetooth Speaker,Electronics,Eldoret,3,230.11,690.33
2026-07-08,Desk Lamp,Furniture,Mombasa,5,122.42,612.1
2026-07-08,Office Chair,Furniture,Nakuru,3,12.64,37.92
2026-07-08,Ballpoint Pens (Box),Stationery,Kisumu,2,274.5,549.0
2026-07-08,USB-C Hub,Electronics,Eldoret,4,212.69,850.76
2026-07-08,USB-C Hub,Electronics,Mombasa,8,209.72,1677.76
2026-07-08,Office Chair,Furniture,Nakuru,2,45.04,90.08
2026-07-08,Notebook Pack,Stationery,Nairobi,8,270.11,2160.88
2026-07-09,Desk Lamp,Furniture,Kisumu,5,214.31,1071.55
2026-07-09,Notebook Pack,Stationery,Kisumu,3,214.98,644.94
2026-07-09,Standing Desk,Furniture,Mombasa,4,40.8,163.2
2026-07-09,Standing Desk,Furniture,Kisumu,1,238.16,238.16
2026-07-09,Desk Lamp,Furniture,,3,142.88,428.64
2026-07-09,Office Chair,Furniture,Nakuru,7,24.4,170.8
2026-07-09,Ballpoint Pens (Box),Stationery,Mombasa,2,231.9,463.8
2026-07-09,Desk Lamp,Furniture,Nakuru,8,194.49,1555.92
2026-07-09,Desk Lamp,Furniture,Mombasa,3,42.86,128.58
2026-07-09,Ballpoint Pens (Box),Stationery,Nairobi,1,153.34,153.34
2026-07-09,Notebook Pack,Stationery,Kisumu,3,94.72,284.16
2026-07-09,Standing Desk,Furniture,Nairobi,5,107.08,535.4
2026-07-09,USB-C Hub,Electronics,Mombasa,5,62.91,314.55
2026-07-10,Office Chair,Furniture,Eldoret,3,153.26,459.78
2026-07-10,Notebook Pack,Stationery,Eldoret,6,55.5,333.0
2026-07-10,Wireless Mouse,Electronics,Nairobi,1,248.44,248.44
2026-07-10,Wireless Mouse,Electronics,Mombasa,5,284.82,1424.1
2026-07-10,Ballpoint Pens (Box),Stationery,Nakuru,1,187.34,187.34
2026-07-10,USB-C Hub,Electronics,Nakuru,5,194.36,971.8
2026-07-10,Standing Desk,Furniture,Kisumu,7,242.38,1696.66
2026-07-10,Bluetooth Speaker,Electronics,Mombasa,1,26.53,26.53
2026-07-10,Bluetooth Speaker,Electronics,Mombasa,8,127.61,1020.88
2026-07-10,Desk Lamp,Furniture,Kisumu,6,183.96,1103.76
2026-07-10,Desk Lamp,Furniture,Kisumu,3,292.74,878.22
2026-07-10,Office Chair,Furniture,Nairobi,8,99.14,793.12
2026-07-11,Bluetooth Speaker,Electronics,Nairobi,2,78.14,156.28
2026-07-11,USB-C Hub,Electronics,Mombasa,7,283.89,1987.23
2026-07-11,Notebook Pack,Stationery,Mombasa,6,244.98,1469.88
2026-07-11,Notebook Pack,Stationery,Nakuru,8,151.99,1215.92
2026-07-11,USB-C Hub,Electronics,Nakuru,2,151.72,303.44
2026-07-11,Bluetooth Speaker,Electronics,Eldoret,4,290.17,1160.68
2026-07-11,Desk Lamp,Furniture,Nakuru,5,19.35,96.75
2026-07-11,Bluetooth Speaker,Electronics,Nairobi,1,89.3,89.3
2026-07-11,Ballpoint Pens (Box),Stationery,Kisumu,5,44.51,222.55
2026-07-11,Ballpoint Pens (Box),Stationery,Nairobi,7,112.95,790.65
2026-07-11,Standing Desk,Furniture,Nairobi,5,111.94,559.7
2026-07-11,Ballpoint Pens (Box),Stationery,Eldoret,5,153.76,768.8
2026-07-12,Notebook Pack,Stationery,Kisumu,7,292.65,2048.55
2026-07-12,Desk Lamp,Furniture,Mombasa,6,169.56,1017.36
2026-07-12,Standing Desk,Furniture,Eldoret,7,182.73,1279.11
2026-07-12,Wireless Mouse,Electronics,Kisumu,3,18.36,55.08
2026-07-12,Bluetooth Speaker,Electronics,Eldoret,3,158.2,474.6
2026-07-12,Notebook Pack,Stationery,Mombasa,6,101.75,610.5
2026-07-12,Ballpoint Pens (Box),Stationery,Eldoret,5,297.23,1486.15
2026-07-12,Desk Lamp,Furniture,Eldoret,8,154.66,1237.28
2026-07-12,USB-C Hub,Electronics,Kisumu,1,145.09,145.09
2026-07-13,Office Chair,Furniture,Nairobi,5,294.07,1470.35
2026-07-13,Bluetooth Speaker,Electronics,Nairobi,4,83.33,333.32
2026-07-13,Bluetooth Speaker,Electronics,Mombasa,7,55.3,387.1
2026-07-13,Standing Desk,Furniture,Mombasa,2,14.31,28.62
2026-07-13,Wireless Mouse,Electronics,Mombasa,7,135.11,945.77
2026-07-13,Ballpoint Pens (Box),Stationery,Eldoret,7,208.7,1460.9
2026-07-13,Bluetooth Speaker,Electronics,Mombasa,1,262.48,262.48
2026-07-13,Standing Desk,Furniture,Eldoret,8,170.46,1363.68
2026-07-13,Ballpoint Pens (Box),Stationery,Nakuru,3,97.56,292.68
2026-07-13,Desk Lamp,Furniture,Eldoret,5,166.15,830.75
2026-07-13,Bluetooth Speaker,Electronics,Kisumu,4,61.72,246.88
2026-07-13,USB-C Hub,Electronics,Kisumu,5,71.34,356.7
2026-07-13,Standing Desk,Furniture,Kisumu,8,208.62,1668.96
2026-07-14,Desk Lamp,Furniture,Kisumu,5,170.34,851.7
2026-07-14,Office Chair,Furniture,Nakuru,7,174.18,1219.26
2026-07-14,Desk Lamp,Furniture,Kisumu,3,286.61,859.83
2026-07-14,Wireless Mouse,Electronics,Kisumu,2,89.85,179.7
2026-07-14,Bluetooth Speaker,Electronics,Mombasa,8,198.51,1588.08
2026-07-14,Standing Desk,Furniture,Eldoret,5,249.25,1246.25
2026-07-14,USB-C Hub,Electronics,Mombasa,4,45.5,182.0
2026-07-14,Wireless Mouse,Electronics,Mombasa,4,202.6,810.4
2026-07-14,Wireless Mouse,Electronics,Nakuru,6,34.56,207.36
2026-07-14,Office Chair,Furniture,Nairobi,3,205.95,617.85
2026-07-14,Notebook Pack,Stationery,Nakuru,8,125.04,1000.32
2026-07-14,Standing Desk,Furniture,Kisumu,5,227.99,1139.95
2026-07-14,USB-C Hub,Electronics,Eldoret,2,195.54,391.08
2026-07-14,Standing Desk,Furniture,Mombasa,1,162.87,162.87
2026-07-14,Ballpoint Pens (Box),Stationery,Nairobi,3,265.26,795.78
2026-07-15,Bluetooth Speaker,Electronics,Nairobi,5,59.96,299.8
2026-07-15,Wireless Mouse,Electronics,Kisumu,2,93.03,186.06
2026-07-15,USB-C Hub,Electronics,Mombasa,8,139.03,1112.24
2026-07-15,Bluetooth Speaker,Electronics,Kisumu,2,85.49,170.98
2026-07-15,Notebook Pack,Stationery,Mombasa,5,220.68,1103.4
2026-07-15,Wireless Mouse,Electronics,Eldoret,5,222.3,1111.5
2026-07-15,Standing Desk,Furniture,Nakuru,7,56.77,397.39
2026-07-15,Desk Lamp,Furniture,Mombasa,2,30.59,61.18
2026-07-15,Notebook Pack,Stationery,Nairobi,4,145.85,583.4
2026-07-15,USB-C Hub,Electronics,Kisumu,8,118.15,945.2
2026-07-15,Desk Lamp,Furniture,Kisumu,1,94.07,94.07
2026-07-15,Desk Lamp,Furniture,Nairobi,1,209.37,209.37
2026-07-15,Bluetooth Speaker,Electronics,Eldoret,7,95.51,668.57
2026-07-15,USB-C Hub,Electronics,Kisumu,5,208.64,1043.2
2026-07-16,Standing Desk,Furniture,Mombasa,8,287.42,2299.36
2026-07-16,Bluetooth Speaker,Electronics,Nakuru,6,225.58,1353.48
2026-07-16,Bluetooth Speaker,Electronics,Mombasa,4,228.42,913.68
2026-07-16,Office Chair,Furniture,Nairobi,6,160.02,960.12
2026-07-16,Office Chair,Furniture,Eldoret,4,23.22,92.88
2026-07-16,Notebook Pack,Stationery,Nairobi,8,53.54,428.32
2026-07-16,Standing Desk,Furniture,Nairobi,8,216.49,1731.92
2026-07-16,Bluetooth Speaker,Electronics,Mombasa,8,243.56,1948.48
2026-07-16,Ballpoint Pens (Box),Stationery,Eldoret,1,139.76,139.76
2026-07-16,Bluetooth Speaker,Electronics,Nairobi,5,203.47,1017.35
2026-07-16,Ballpoint Pens (Box),Stationery,Mombasa,1,80.06,80.06
2026-07-17,Wireless Mouse,Electronics,Eldoret,2,129.99,259.98
2026-07-17,Wireless Mouse,Electronics,Nakuru,2,280.7,561.4
2026-07-17,Wireless Mouse,Electronics,Mombasa,3,89.69,269.07
2026-07-17,Ballpoint Pens (Box),Stationery,Nakuru,7,115.47,808.29
2026-07-17,Ballpoint Pens (Box),Stationery,Kisumu,3,115.82,347.46
2026-07-17,Office Chair,Furniture,Eldoret,7,57.65,403.55
2026-07-17,Notebook Pack,Stationery,Nairobi,4,219.72,878.88
2026-07-17,Wireless Mouse,Electronics,Eldoret,8,293.65,2349.2
2026-07-17,Ballpoint Pens (Box),Stationery,Mombasa,4,161.92,647.68
2026-07-18,Desk Lamp,Furniture,Nairobi,4,50.76,203.04
2026-07-18,Wireless Mouse,Electronics,Eldoret,7,243.8,1706.6
2026-07-18,Wireless Mouse,Electronics,Nairobi,2,76.0,152.0
2026-07-18,Wireless Mouse,Electronics,Mombasa,1,136.7,136.7
2026-07-18,Wireless Mouse,Electronics,Eldoret,4,123.67,494.68
2026-07-18,Standing Desk,Furniture,Mombasa,1,227.54,227.54
2026-07-18,USB-C Hub,Electronics,Eldoret,6,74.08,444.48
2026-07-18,Desk Lamp,Furniture,Eldoret,3,74.89,224.67
2026-07-18,Standing Desk,Furniture,Nairobi,5,127.0,635.0
2026-07-18,Notebook Pack,Stationery,Eldoret,7,189.67,1327.69
2026-07-18,Bluetooth Speaker,Electronics,Nakuru,6,18.83,112.98
2026-07-18,Desk Lamp,Furniture,Mombasa,7,210.41,1472.87
2026-07-18,USB-C Hub,Electronics,Mombasa,8,116.06,928.48
2026-07-18,Standing Desk,Furniture,Nakuru,3,93.72,281.16
2026-07-18,Wireless Mouse,Electronics,Eldoret,7,170.9,1196.3
2026-07-19,Notebook Pack,Stationery,Mombasa,5,119.58,597.9
2026-07-19,Desk Lamp,Furniture,,8,195.78,1566.24
2026-07-19,Office Chair,Furniture,Nairobi,4,163.01,652.04
2026-07-19,USB-C Hub,Electronics,Nairobi,1,116.26,116.26
2026-07-19,Standing Desk,Furniture,Nakuru,4,242.37,969.48
2026-07-19,Standing Desk,Furniture,Kisumu,6,261.49,1568.94
2026-07-19,Wireless Mouse,Electronics,Nairobi,4,67.48,269.92
2026-07-19,Bluetooth Speaker,Electronics,Nakuru,4,274.76,1099.04
2026-07-19,Standing Desk,Furniture,Nakuru,5,167.86,839.3
2026-07-19,Bluetooth Speaker,Electronics,Kisumu,6,162.43,974.58
2026-07-19,USB-C Hub,Electronics,Nakuru,8,111.1,888.8
2026-07-19,Office Chair,Furniture,Kisumu,8,241.83,1934.64
2026-07-19,Standing Desk,Furniture,Nairobi,7,114.36,800.52
2026-07-19,Standing Desk,Furniture,Kisumu,1,223.67,223.67
2026-07-19,Ballpoint Pens (Box),Stationery,Kisumu,4,92.08,368.32
2026-07-19,Standing Desk,Furniture,Nakuru,4,117.05,468.2
2026-07-20,Desk Lamp,Furniture,Nakuru,8,80.91,647.28
2026-07-20,Bluetooth Speaker,Electronics,Mombasa,6,54.63,327.78
2026-07-20,Notebook Pack,Stationery,Mombasa,8,217.49,1739.92
2026-07-20,Wireless Mouse,Electronics,Nairobi,2,159.56,319.12
2026-07-20,Wireless Mouse,Electronics,Nairobi,4,126.66,506.64
2026-07-20,Notebook Pack,Stationery,Kisumu,8,7.7,61.6
2026-07-20,Wireless Mouse,Electronics,Nakuru,8,187.26,1498.08
2026-07-20,Wireless Mouse,Electronics,Nairobi,7,6.95,48.65
2026-07-20,Wireless Mouse,Electronics,Eldoret,5,161.18,805.9
2026-07-20,USB-C Hub,Electronics,Mombasa,7,10.06,70.42
2026-07-20,Office Chair,Furniture,Mombasa,3,275.82,827.46
2026-07-20,Standing Desk,Furniture,Kisumu,5,187.84,939.2
2026-07-20,USB-C Hub,Electronics,Kisumu,2,239.51,479.02
2026-07-20,Ballpoint Pens (Box),Stationery,Mombasa,4,140.4,561.6
2026-07-20,USB-C Hub,Electronics,Nairobi,2,206.79,413.58
2026-07-20,Office Chair,Furniture,Eldoret,7,124.56,871.92
2026-07-21,Wireless Mouse,Electronics,Nairobi,3,192.84,578.52
2026-07-21,Bluetooth Speaker,Electronics,Eldoret,6,254.37,1526.22
2026-07-21,Office Chair,Furniture,Mombasa,1,268.96,268.96
2026-07-21,Standing Desk,Furniture,Kisumu,8,270.88,2167.04
2026-07-21,Wireless Mouse,Electronics,Eldoret,5,277.63,1388.15
2026-07-21,Wireless Mouse,Electronics,Nairobi,6,57.91,347.46
2026-07-21,Standing Desk,Furniture,Nairobi,7,178.18,1247.26
2026-07-21,USB-C Hub,Electronics,Eldoret,4,52.92,211.68
2026-07-21,Ballpoint Pens (Box),Stationery,Nakuru,6,204.73,1228.38
2026-07-21,Notebook Pack,Stationery,Eldoret,2,238.2,476.4
2026-07-21,Desk Lamp,Furniture,Mombasa,7,20.84,145.88
2026-07-21,Office Chair,Furniture,Kisumu,7,105.47,738.29
2026-07-21,Wireless Mouse,Electronics,Nakuru,8,192.07,1536.56
2026-07-21,Standing Desk,Furniture,Nakuru,7,109.96,769.72
2026-07-21,Notebook Pack,Stationery,Nairobi,7,205.51,1438.57
2026-07-22,Standing Desk,Furniture,Kisumu,2,215.37,430.74
2026-07-22,Notebook Pack,Stationery,Nakuru,3,117.1,351.3
2026-07-22,Desk Lamp,Furniture,Nairobi,2,111.41,222.82
2026-07-22,USB-C Hub,Electronics,Nairobi,5,136.2,681.0
2026-07-22,Notebook Pack,Stationery,Nakuru,7,30.75,215.25
2026-07-22,Ballpoint Pens (Box),Stationery,Kisumu,2,35.47,70.94
2026-07-22,Office Chair,Furniture,Nakuru,6,181.09,1086.54
2026-07-22,Wireless Mouse,Electronics,Nairobi,7,91.09,637.63
2026-07-22,Standing Desk,Furniture,Nakuru,3,173.73,521.19
2026-07-22,Notebook Pack,Stationery,Kisumu,5,45.96,229.8
2026-07-22,Bluetooth Speaker,Electronics,Nakuru,3,48.05,144.15
2026-07-22,USB-C Hub,Electronics,Nairobi,8,129.23,1033.84
2026-07-23,USB-C Hub,Electronics,Eldoret,8,283.55,2268.4
2026-07-23,Standing Desk,Furniture,Kisumu,3,140.07,420.21
2026-07-23,Wireless Mouse,Electronics,Eldoret,6,284.9,1709.4
2026-07-23,Ballpoint Pens (Box),Stationery,Nakuru,6,242.2,1453.2
2026-07-23,Desk Lamp,Furniture,Kisumu,3,132.03,396.09
2026-07-23,Desk Lamp,Furniture,Nakuru,4,182.95,731.8
2026-07-23,Desk Lamp,Furniture,Kisumu,7,57.4,401.8
2026-07-23,USB-C Hub,Electronics,Eldoret,8,221.79,1774.32
2026-07-23,Standing Desk,Furniture,Nakuru,5,101.14,505.7
2026-07-23,Desk Lamp,Furniture,Eldoret,4,38.6,154.4
2026-07-23,Notebook Pack,Stationery,Nakuru,1,206.11,206.11
2026-07-23,Standing Desk,Furniture,Nairobi,5,134.34,671.7
2026-07-23,Ballpoint Pens (Box),Stationery,Kisumu,3,203.53,610.59
2026-07-24,USB-C Hub,Electronics,Nakuru,7,199.31,1395.17
2026-07-24,Office Chair,Furniture,Eldoret,8,137.47,1099.76
2026-07-24,Ballpoint Pens (Box),Stationery,Eldoret,7,162.64,1138.48
2026-07-24,Wireless Mouse,Electronics,Eldoret,6,238.26,1429.56
2026-07-24,Office Chair,Furniture,Kisumu,4,37.26,149.04
2026-07-24,Notebook Pack,Stationery,Eldoret,1,195.86,195.86
2026-07-24,Ballpoint Pens (Box),Stationery,Nakuru,6,290.21,1741.26
2026-07-24,Office Chair,Furniture,Mombasa,5,8.11,40.55
2026-07-24,Standing Desk,Furniture,Nakuru,7,136.5,955.5
2026-07-24,Notebook Pack,Stationery,Nakuru,1,106.77,106.77
2026-07-24,Office Chair,Furniture,Nairobi,2,92.15,184.3
2026-07-25,Desk Lamp,Furniture,Mombasa,8,97.01,776.08
2026-07-25,Bluetooth Speaker,Electronics,Nakuru,2,107.75,215.5
2026-07-25,Bluetooth Speaker,Electronics,Nairobi,5,99.08,495.4
2026-07-25,Office Chair,Furniture,Nairobi,6,11.66,69.96
2026-07-25,Notebook Pack,Stationery,Eldoret,4,279.33,1117.32
2026-07-25,Notebook Pack,Stationery,Eldoret,6,167.81,1006.86
2026-07-25,Ballpoint Pens (Box),Stationery,Nakuru,4,287.75,1151.0
2026-07-25,Notebook Pack,Stationery,Nakuru,7,59.98,419.86
2026-07-25,Wireless Mouse,Electronics,Nakuru,4,222.53,890.12
2026-07-25,Ballpoint Pens (Box),Stationery,Mombasa,4,119.71,478.84
2026-07-26,Office Chair,Furniture,,3,175.32,525.96
2026-07-26,Desk Lamp,Furniture,Kisumu,2,63.14,126.28
2026-07-26,Bluetooth Speaker,Electronics,Eldoret,6,160.68,964.08
2026-07-26,Ballpoint Pens (Box),Stationery,Kisumu,2,185.34,370.68
2026-07-26,Desk Lamp,Furniture,Kisumu,3,254.43,763.29
2026-07-26,Office Chair,Furniture,Nairobi,6,203.27,1219.62
2026-07-26,Standing Desk,Furniture,Kisumu,3,95.09,285.27
2026-07-26,Notebook Pack,Stationery,Eldoret,7,155.69,1089.83
2026-07-26,Notebook Pack,Stationery,Mombasa,7,174.57,1221.99
2026-07-26,Bluetooth Speaker,Electronics,Eldoret,3,192.47,577.41
2026-07-26,Notebook Pack,Stationery,Mombasa,3,149.44,448.32
2026-07-26,Desk Lamp,Furniture,Kisumu,1,253.39,253.39
2026-07-27,Bluetooth Speaker,Electronics,Eldoret,7,45.28,316.96
2026-07-27,Bluetooth Speaker,Electronics,Nakuru,8,125.69,1005.52
2026-07-27,Bluetooth Speaker,Electronics,Eldoret,2,149.17,298.34
2026-07-27,Wireless Mouse,Electronics,Kisumu,4,239.78,959.12
2026-07-27,Wireless Mouse,Electronics,Mombasa,5,86.08,430.4
2026-07-27,Bluetooth Speaker,Electronics,Eldoret,8,171.87,1374.96
2026-07-27,Office Chair,Furniture,Eldoret,5,173.95,869.75
2026-07-27,Desk Lamp,Furniture,Nakuru,1,164.9,164.9
2026-07-28,Standing Desk,Furniture,Mombasa,2,296.98,593.96
2026-07-28,USB-C Hub,Electronics,Nakuru,1,263.07,263.07
2026-07-28,USB-C Hub,Electronics,Nakuru,2,107.83,215.66
2026-07-28,Office Chair,Furniture,Mombasa,4,233.81,935.24
2026-07-28,Desk Lamp,Furniture,Mombasa,7,259.01,1813.07
2026-07-28,Notebook Pack,Stationery,Nairobi,4,236.53,946.12
2026-07-28,Desk Lamp,Furniture,Kisumu,3,162.02,486.06
2026-07-28,USB-C Hub,Electronics,Eldoret,5,90.35,451.75
2026-07-28,Office Chair,Furniture,Nairobi,7,45.0,315.0
2026-07-28,USB-C Hub,Electronics,Mombasa,3,260.78,782.34
2026-07-28,Standing Desk,Furniture,Mombasa,6,48.14,288.84
2026-07-28,Ballpoint Pens (Box),Stationery,Nakuru,5,149.39,746.95
2026-07-28,Ballpoint Pens (Box),Stationery,Nakuru,2,138.34,276.68
2026-07-28,USB-C Hub,Electronics,Nakuru,6,209.94,1259.64
2026-07-28,Bluetooth Speaker,Electronics,Nairobi,1,101.55,101.55
2026-07-28,Bluetooth Speaker,Electronics,Nairobi,6,192.28,1153.68
2026-07-29,Ballpoint Pens (Box),Stationery,Mombasa,7,69.26,484.82
2026-07-29,Bluetooth Speaker,Electronics,Kisumu,5,84.22,421.1
2026-07-29,Notebook Pack,Stationery,Kisumu,8,172.01,1376.08
2026-07-29,Wireless Mouse,Electronics,Nairobi,8,18.55,148.4
2026-07-29,Office Chair,Furniture,Nakuru,3,279.18,837.54
2026-07-29,Bluetooth Speaker,Electronics,Mombasa,7,5.2,36.4
2026-07-29,Notebook Pack,Stationery,Mombasa,5,265.23,1326.15
2026-07-29,USB-C Hub,Electronics,Kisumu,6,32.54,195.24
2026-07-29,Office Chair,Furniture,Nairobi,3,114.69,344.07
2026-07-29,Ballpoint Pens (Box),Stationery,Nakuru,4,189.55,758.2
2026-07-29,Office Chair,Furniture,Mombasa,1,212.59,212.59
2026-07-29,Bluetooth Speaker,Electronics,Eldoret,4,27.99,111.96
2026-07-29,Bluetooth Speaker,Electronics,Nairobi,6,7.74,46.44
2026-07-29,Ballpoint Pens (Box),Stationery,Nairobi,8,209.74,1677.92
2026-07-29,Standing Desk,Furniture,Nairobi,2,118.01,236.02
2026-07-29,Desk Lamp,Furniture,Mombasa,5,113.43,567.15
2026-07-30,Notebook Pack,Stationery,Nairobi,3,194.26,582.78
2026-07-30,Wireless Mouse,Electronics,Nakuru,3,185.04,555.12
2026-07-30,Desk Lamp,Furniture,Nakuru,3,218.12,654.36
2026-07-30,Bluetooth Speaker,Electronics,Nairobi,2,258.69,517.38
2026-07-30,Notebook Pack,Stationery,Kisumu,7,226.97,1588.79
2026-07-30,Ballpoint Pens (Box),Stationery,Mombasa,3,97.78,293.34
2026-07-30,USB-C Hub,Electronics,Eldoret,4,195.16,780.64
2026-07-30,USB-C Hub,Electronics,Kisumu,1,234.8,234.8
2026-07-30,Standing Desk,Furniture,Nakuru,4,157.74,630.96
2026-07-30,USB-C Hub,Electronics,Nakuru,4,195.62,782.48
2026-07-30,Ballpoint Pens (Box),Stationery,Eldoret,8,38.26,306.08
2026-07-30,Office Chair,Furniture,Kisumu,1,160.84,160.84
2026-07-30,Desk Lamp,Furniture,Kisumu,7,43.93,307.51
2026-07-30,Notebook Pack,Stationery,Nairobi,2,230.0,460.0
2026-07-31,Wireless Mouse,Electronics,Nairobi,1,82.34,82.34
2026-07-31,Ballpoint Pens (Box),Stationery,Nakuru,7,154.45,1081.15
2026-07-31,Ballpoint Pens (Box),Stationery,Kisumu,3,29.32,87.96
2026-07-31,Office Chair,Furniture,Mombasa,4,96.42,385.68
2026-07-31,Desk Lamp,Furniture,Kisumu,2,120.27,240.54
2026-07-31,Ballpoint Pens (Box),Stationery,Nairobi,4,220.34,881.36
2026-07-31,Standing Desk,Furniture,Nairobi,7,30.43,213.01
2026-07-31,Bluetooth Speaker,Electronics,Kisumu,1,185.63,185.63
2026-07-31,Notebook Pack,Stationery,Nairobi,3,40.24,120.72
2026-08-01,Bluetooth Speaker,Electronics,Mombasa,5,286.14,1430.7
2026-08-01,Desk Lamp,Furniture,Nairobi,5,42.44,212.2
2026-08-01,Wireless Mouse,Electronics,Kisumu,7,103.83,726.81
2026-08-01,Office Chair,Furniture,Nakuru,2,82.57,165.14
2026-08-01,Bluetooth Speaker,Electronics,Nakuru,1,155.68,155.68
2026-08-01,Notebook Pack,Stationery,Nairobi,5,113.47,567.35
2026-08-01,Office Chair,Furniture,Nairobi,1,72.38,72.38
2026-08-01,Wireless Mouse,Electronics,Kisumu,8,77.14,617.12
2026-08-01,Ballpoint Pens (Box),Stationery,Nairobi,3,276.47,829.41
2026-08-01,Ballpoint Pens (Box),Stationery,Nakuru,4,71.23,284.92
2026-08-02,USB-C Hub,Electronics,,6,248.67,1492.02
2026-08-02,Wireless Mouse,Electronics,Nakuru,1,57.91,57.91
2026-08-02,Office Chair,Furniture,Kisumu,5,263.71,1318.55
2026-08-02,Desk Lamp,Furniture,Nairobi,8,30.48,243.84
2026-08-02,Desk Lamp,Furniture,Eldoret,5,64.2,321.0
2026-08-02,Standing Desk,Furniture,Mombasa,8,141.86,1134.88
2026-08-02,Standing Desk,Furniture,Nairobi,7,49.42,345.94
2026-08-02,Standing Desk,Furniture,Kisumu,1,164.76,164.76
2026-08-02,Wireless Mouse,Electronics,Kisumu,7,228.88,1602.16
2026-08-02,Office Chair,Furniture,Nakuru,4,65.53,262.12
2026-08-02,Bluetooth Speaker,Electronics,Kisumu,3,288.55,865.65
2026-08-02,Office Chair,Furniture,,4,17.95,71.8
2026-08-02,Ballpoint Pens (Box),Stationery,Nakuru,6,211.75,1270.5
2026-08-03,Office Chair,Furniture,Nairobi,7,154.1,1078.7
2026-08-03,Wireless Mouse,Electronics,Mombasa,3,133.32,399.96
2026-08-03,USB-C Hub,Electronics,Nakuru,6,81.99,491.94
2026-08-03,Desk Lamp,Furniture,Mombasa,5,98.83,494.15
2026-08-03,Office Chair,Furniture,Eldoret,3,283.35,850.05
2026-08-03,Office Chair,Furniture,Nakuru,3,50.85,152.55
2026-08-03,Bluetooth Speaker,Electronics,,2,97.64,195.28
2026-08-03,Desk Lamp,Furniture,Nakuru,4,289.57,1158.28
2026-08-03,USB-C Hub,Electronics,Nairobi,2,141.69,283.38
2026-06-06,USB-C Hub,Electronics,Eldoret,6,249.67,1498.02
